Id,count,people_v
1,23,30
52,26,39
50,32,49
51,34,56
2,27,49
56,15,31
3,28,39
5,31,51
8,30,40
4,36,56
41,33,59
53,26,51
6,16,31
49,14,31
7,34,46
57,33,46
42,37,27
40,32,31
45,25,30
9,34,66
10,26,38
11,18,31
38,34,28
54,20,38
46,21,39
55,30,48
12,30,48
13,24,25
47,18,16
48,24,25
14,27,30
22,27,31
44,10,26
15,9,26
19,18,39
43,18,40
16,20,39
18,19,18
21,19,30
27,22,19
17,29,45
33,16,24
39,21,63
20,20,16
36,19,29
37,19,32
30,19,10
23,23,40
24,9,15
31,20,12
32,10,28
25,15,29
26,15,30
34,17,12
35,22,14
28,18,19
29,17,9
