Id,count,people_v
1,12,30
52,18,39
50,18,49
51,18,56
2,21,49
56,16,31
3,23,39
5,26,51
8,26,40
4,21,56
41,19,59
53,25,51
6,15,31
49,23,31
7,20,46
57,22,46
42,23,27
40,30,31
45,14,30
9,26,66
10,25,38
11,20,31
38,19,28
54,23,38
46,28,39
55,23,48
12,20,48
13,19,25
47,25,16
48,17,25
14,22,30
22,26,31
44,18,26
15,19,26
19,25,39
43,44,40
16,33,39
18,23,18
21,24,30
27,28,19
17,27,45
33,20,24
39,29,63
20,25,16
36,32,29
37,25,32
30,23,10
23,42,40
24,25,15
31,26,12
32,22,28
25,27,29
26,24,30
34,25,12
35,26,14
28,32,19
29,36,9
