Id,count,people_v
1,27,30
52,38,39
50,22,49
51,33,56
2,20,49
56,23,31
3,42,39
5,28,51
8,24,40
4,28,56
41,24,59
53,24,51
6,22,31
49,16,31
7,24,46
57,25,46
42,22,27
40,29,31
45,23,30
9,24,66
10,29,38
11,20,31
38,22,28
54,26,38
46,27,39
55,35,48
12,30,48
13,21,25
47,25,16
48,17,25
14,25,30
22,23,31
44,11,26
15,13,26
19,24,39
43,22,40
16,25,39
18,16,18
21,19,30
27,15,19
17,27,45
33,21,24
39,20,63
20,21,16
36,19,29
37,16,32
30,16,10
23,26,40
24,21,15
31,17,12
32,22,28
25,24,29
26,11,30
34,13,12
35,16,14
28,18,19
29,20,9
