Id,count,people_v
1,12,30
52,21,39
50,12,49
51,20,56
2,15,49
56,15,31
3,30,39
5,40,51
8,39,40
4,20,56
41,19,59
53,42,51
6,18,31
49,15,31
7,27,46
57,36,46
42,23,27
40,38,31
45,25,30
9,34,66
10,28,38
11,20,31
38,35,28
54,28,38
46,35,39
55,28,48
12,25,48
13,14,25
47,17,16
48,16,25
14,25,30
22,15,31
44,17,26
15,18,26
19,23,39
43,25,40
16,36,39
18,29,18
21,24,30
27,17,19
17,40,45
33,27,24
39,22,63
20,16,16
36,19,29
37,27,32
30,12,10
23,26,40
24,22,15
31,14,12
32,21,28
25,28,29
26,20,30
34,15,12
35,21,14
28,22,19
29,20,9
