Id,count,people_v
1,27,30
52,32,39
50,19,49
51,31,56
2,19,49
56,16,31
3,34,39
5,29,51
8,25,40
4,19,56
41,21,59
53,26,51
6,17,31
49,16,31
7,17,46
57,19,46
42,17,27
40,33,31
45,29,30
9,29,66
10,30,38
11,22,31
38,32,28
54,21,38
46,32,39
55,29,48
12,21,48
13,16,25
47,23,16
48,15,25
14,31,30
22,27,31
44,23,26
15,22,26
19,31,39
43,30,40
16,34,39
18,22,18
21,19,30
27,11,19
17,35,45
33,21,24
39,27,63
20,21,16
36,24,29
37,19,32
30,24,10
23,25,40
24,23,15
31,25,12
32,21,28
25,25,29
26,11,30
34,8,12
35,14,14
28,20,19
29,22,9
