Id,count,people_v
1,20,30
52,24,39
50,17,49
51,20,56
2,20,49
56,20,31
3,26,39
5,34,51
8,28,40
4,21,56
41,19,59
53,34,51
6,26,31
49,25,31
7,32,46
57,28,46
42,34,27
40,24,31
45,20,30
9,24,66
10,15,38
11,21,31
38,22,28
54,21,38
46,24,39
55,22,48
12,28,48
13,29,25
47,24,16
48,32,25
14,16,30
22,21,31
44,9,26
15,11,26
19,18,39
43,27,40
16,29,39
18,18,18
21,25,30
27,21,19
17,25,45
33,27,24
39,15,63
20,22,16
36,27,29
37,26,32
30,15,10
23,29,40
24,23,15
31,16,12
32,23,28
25,31,29
26,22,30
34,19,12
35,24,14
28,24,19
29,30,9
