Id,count,people_v
1,15,30
52,22,39
50,12,49
51,20,56
2,9,49
56,5,31
3,28,39
5,42,51
8,40,40
4,20,56
41,22,59
53,33,51
6,9,31
49,15,31
7,21,46
57,25,46
42,16,27
40,34,31
45,26,30
9,38,66
10,27,38
11,20,31
38,34,28
54,29,38
46,39,39
55,39,48
12,31,48
13,20,25
47,19,16
48,19,25
14,21,30
22,30,31
44,18,26
15,18,26
19,24,39
43,23,40
16,41,39
18,22,18
21,22,30
27,22,19
17,32,45
33,21,24
39,24,63
20,21,16
36,22,29
37,24,32
30,23,10
23,30,40
24,19,15
31,23,12
32,19,28
25,29,29
26,19,30
34,20,12
35,24,14
28,22,19
29,22,9
