Id,count,people_v
1,12,30
52,17,39
50,20,49
51,26,56
2,20,49
56,17,31
3,22,39
5,32,51
8,32,40
4,26,56
41,25,59
53,31,51
6,17,31
49,16,31
7,33,46
57,36,46
42,30,27
40,34,31
45,23,30
9,31,66
10,24,38
11,19,31
38,28,28
54,28,38
46,26,39
55,19,48
12,21,48
13,23,25
47,28,16
48,24,25
14,26,30
22,25,31
44,9,26
15,11,26
19,16,39
43,20,40
16,29,39
18,19,18
21,24,30
27,21,19
17,29,45
33,26,24
39,18,63
20,32,16
36,28,29
37,26,32
30,19,10
23,24,40
24,17,15
31,15,12
32,14,28
25,24,29
26,16,30
34,18,12
35,24,14
28,28,19
29,29,9
