Id,count,people_v
1,14,30
52,27,39
50,20,49
51,26,56
2,16,49
56,18,31
3,37,39
5,35,51
8,33,40
4,26,56
41,23,59
53,41,51
6,21,31
49,27,31
7,28,46
57,30,46
42,28,27
40,45,31
45,22,30
9,39,66
10,30,38
11,23,31
38,27,28
54,33,38
46,27,39
55,26,48
12,21,48
13,27,25
47,23,16
48,26,25
14,19,30
22,22,31
44,17,26
15,19,26
19,24,39
43,24,40
16,27,39
18,16,18
21,20,30
27,13,19
17,28,45
33,13,24
39,21,63
20,17,16
36,20,29
37,20,32
30,16,10
23,27,40
24,14,15
31,15,12
32,9,28
25,13,29
26,5,30
34,10,12
35,14,14
28,16,19
29,17,9
