Id,count,people_v
1,20,30
52,20,39
50,16,49
51,26,56
2,23,49
56,17,31
3,21,39
5,25,51
8,27,40
4,24,56
41,22,59
53,29,51
6,20,31
49,14,31
7,32,46
57,35,46
42,25,27
40,32,31
45,22,30
9,36,66
10,35,38
11,30,31
38,27,28
54,39,38
46,31,39
55,30,48
12,21,48
13,18,25
47,10,16
48,21,25
14,22,30
22,30,31
44,14,26
15,14,26
19,22,39
43,28,40
16,27,39
18,24,18
21,20,30
27,22,19
17,28,45
33,33,24
39,23,63
20,9,16
36,14,29
37,14,32
30,23,10
23,34,40
24,19,15
31,21,12
32,23,28
25,35,29
26,22,30
34,24,12
35,22,14
28,21,19
29,20,9
