Id,count,people_v
1,18,30
52,24,39
50,22,49
51,28,56
2,17,49
56,16,31
3,32,39
5,28,51
8,30,40
4,25,56
41,20,59
53,34,51
6,13,31
49,18,31
7,26,46
57,28,46
42,22,27
40,26,31
45,24,30
9,34,66
10,29,38
11,26,31
38,17,28
54,34,38
46,31,39
55,28,48
12,24,48
13,20,25
47,14,16
48,22,25
14,19,30
22,21,31
44,14,26
15,13,26
19,24,39
43,29,40
16,34,39
18,19,18
21,21,30
27,28,19
17,19,45
33,17,24
39,17,63
20,16,16
36,26,29
37,24,32
30,18,10
23,31,40
24,27,15
31,17,12
32,24,28
25,19,29
26,25,30
34,25,12
35,24,14
28,25,19
29,28,9
