Id,count,people_v
1,23,30
52,26,39
50,27,49
51,22,56
2,25,49
56,12,31
3,29,39
5,19,51
8,32,40
4,22,56
41,16,59
53,18,51
6,13,31
49,11,31
7,19,46
57,25,46
42,18,27
40,30,31
45,25,30
9,36,66
10,31,38
11,30,31
38,24,28
54,32,38
46,26,39
55,35,48
12,28,48
13,18,25
47,24,16
48,18,25
14,23,30
22,27,31
44,15,26
15,18,26
19,30,39
43,34,40
16,28,39
18,23,18
21,18,30
27,18,19
17,29,45
33,28,24
39,25,63
20,18,16
36,17,29
37,16,32
30,19,10
23,37,40
24,26,15
31,20,12
32,21,28
25,24,29
26,19,30
34,19,12
35,19,14
28,22,19
29,20,9
