Id,count,people_v
1,12,30
52,24,39
50,16,49
51,13,56
2,13,49
56,15,31
3,30,39
5,41,51
8,36,40
4,16,56
41,21,59
53,42,51
6,13,31
49,17,31
7,31,46
57,30,46
42,31,27
40,33,31
45,18,30
9,40,66
10,41,38
11,31,31
38,23,28
54,41,38
46,35,39
55,32,48
12,28,48
13,24,25
47,16,16
48,22,25
14,19,30
22,18,31
44,8,26
15,5,26
19,15,39
43,18,40
16,38,39
18,17,18
21,16,30
27,30,19
17,24,45
33,19,24
39,11,63
20,14,16
36,25,29
37,20,32
30,14,10
23,23,40
24,27,15
31,15,12
32,21,28
25,24,29
26,21,30
34,28,12
35,27,14
28,27,19
29,26,9
