Id,count,people_v
1,20,30
52,25,39
50,16,49
51,22,56
2,8,49
56,11,31
3,35,39
5,34,51
8,23,40
4,28,56
41,24,59
53,43,51
6,11,31
49,17,31
7,31,46
57,36,46
42,25,27
40,29,31
45,14,30
9,35,66
10,31,38
11,23,31
38,36,28
54,31,38
46,30,39
55,28,48
12,28,48
13,15,25
47,20,16
48,18,25
14,12,30
22,25,31
44,18,26
15,18,26
19,30,39
43,27,40
16,28,39
18,18,18
21,15,30
27,15,19
17,39,45
33,23,24
39,28,63
20,25,16
36,24,29
37,19,32
30,22,10
23,29,40
24,22,15
31,25,12
32,21,28
25,27,29
26,20,30
34,19,12
35,27,14
28,24,19
29,26,9
