Id,count,people_v
1,20,30
52,25,39
50,25,49
51,26,56
2,17,49
56,15,31
3,31,39
5,27,51
8,26,40
4,23,56
41,21,59
53,30,51
6,20,31
49,20,31
7,23,46
57,19,46
42,24,27
40,29,31
45,13,30
9,30,66
10,28,38
11,21,31
38,22,28
54,25,38
46,26,39
55,22,48
12,18,48
13,24,25
47,25,16
48,26,25
14,10,30
22,24,31
44,16,26
15,18,26
19,26,39
43,38,40
16,30,39
18,19,18
21,21,30
27,26,19
17,27,45
33,25,24
39,23,63
20,20,16
36,24,29
37,19,32
30,21,10
23,35,40
24,22,15
31,21,12
32,21,28
25,30,29
26,25,30
34,24,12
35,31,14
28,27,19
29,28,9
