Id,count,people_v
1,18,30
52,24,39
50,26,49
51,37,56
2,24,49
56,14,31
3,30,39
5,37,51
8,31,40
4,32,56
41,22,59
53,32,51
6,13,31
49,16,31
7,32,46
57,25,46
42,25,27
40,31,31
45,23,30
9,32,66
10,26,38
11,13,31
38,30,28
54,32,38
46,21,39
55,14,48
12,23,48
13,26,25
47,16,16
48,27,25
14,27,30
22,32,31
44,23,26
15,21,26
19,26,39
43,27,40
16,22,39
18,13,18
21,13,30
27,10,19
17,27,45
33,18,24
39,22,63
20,16,16
36,23,29
37,15,32
30,22,10
23,30,40
24,18,15
31,21,12
32,17,28
25,20,29
26,19,30
34,12,12
35,19,14
28,21,19
29,23,9
