Id,count,people_v
1,24,30
52,32,39
50,12,49
51,17,56
2,10,49
56,15,31
3,40,39
5,33,51
8,35,40
4,15,56
41,18,59
53,32,51
6,20,31
49,22,31
7,30,46
57,23,46
42,33,27
40,30,31
45,22,30
9,28,66
10,27,38
11,21,31
38,29,28
54,28,38
46,31,39
55,29,48
12,24,48
13,26,25
47,21,16
48,25,25
14,21,30
22,24,31
44,13,26
15,13,26
19,24,39
43,27,40
16,30,39
18,18,18
21,14,30
27,21,19
17,36,45
33,26,24
39,21,63
20,18,16
36,19,29
37,14,32
30,19,10
23,28,40
24,26,15
31,22,12
32,25,28
25,24,29
26,11,30
34,16,12
35,25,14
28,21,19
29,22,9
