Id,count,people_v
1,17,30
52,31,39
50,16,49
51,22,56
2,17,49
56,11,31
3,39,39
5,32,51
8,37,40
4,22,56
41,18,59
53,34,51
6,12,31
49,17,31
7,24,46
57,32,46
42,25,27
40,30,31
45,23,30
9,34,66
10,34,38
11,18,31
38,28,28
54,29,38
46,30,39
55,19,48
12,15,48
13,13,25
47,14,16
48,17,25
14,24,30
22,34,31
44,12,26
15,14,26
19,27,39
43,36,40
16,33,39
18,24,18
21,17,30
27,25,19
17,34,45
33,21,24
39,24,63
20,12,16
36,20,29
37,13,32
30,27,10
23,41,40
24,20,15
31,29,12
32,17,28
25,19,29
26,21,30
34,26,12
35,22,14
28,20,19
29,22,9
