Id,count,people_v
1,22,30
52,30,39
50,29,49
51,21,56
2,24,49
56,22,31
3,32,39
5,32,51
8,32,40
4,21,56
41,22,59
53,34,51
6,17,31
49,24,31
7,38,46
57,35,46
42,33,27
40,30,31
45,16,30
9,33,66
10,21,38
11,25,31
38,11,28
54,21,38
46,25,39
55,23,48
12,26,48
13,22,25
47,18,16
48,20,25
14,18,30
22,29,31
44,11,26
15,13,26
19,22,39
43,30,40
16,25,39
18,16,18
21,14,30
27,19,19
17,19,45
33,17,24
39,21,63
20,17,16
36,23,29
37,20,32
30,23,10
23,37,40
24,16,15
31,23,12
32,13,28
25,18,29
26,16,30
34,12,12
35,16,14
28,20,19
29,24,9
