Id,count,people_v
1,18,30
52,27,39
50,22,49
51,21,56
2,17,49
56,14,31
3,30,39
5,31,51
8,28,40
4,25,56
41,18,59
53,31,51
6,17,31
49,22,31
7,42,46
57,32,46
42,45,27
40,30,31
45,12,30
9,37,66
10,28,38
11,35,31
38,22,28
54,25,38
46,21,39
55,34,48
12,37,48
13,34,25
47,17,16
48,34,25
14,17,30
22,22,31
44,17,26
15,19,26
19,30,39
43,27,40
16,17,39
18,15,18
21,10,30
27,21,19
17,23,45
33,23,24
39,28,63
20,19,16
36,16,29
37,10,32
30,18,10
23,32,40
24,21,15
31,20,12
32,19,28
25,25,29
26,21,30
34,21,12
35,16,14
28,18,19
29,16,9
