Id,count,people_v
1,15,30
52,20,39
50,19,49
51,26,56
2,17,49
56,16,31
3,29,39
5,39,51
8,39,40
4,26,56
41,22,59
53,39,51
6,25,31
49,25,31
7,22,46
57,20,46
42,26,27
40,37,31
45,20,30
9,35,66
10,29,38
11,23,31
38,31,28
54,27,38
46,27,39
55,28,48
12,29,48
13,23,25
47,22,16
48,22,25
14,14,30
22,23,31
44,9,26
15,12,26
19,29,39
43,37,40
16,24,39
18,26,18
21,15,30
27,20,19
17,35,45
33,22,24
39,27,63
20,19,16
36,15,29
37,15,32
30,12,10
23,34,40
24,21,15
31,12,12
32,17,28
25,20,29
26,22,30
34,17,12
35,14,14
28,14,19
29,15,9
