Id,count,people_v
1,17,30
52,24,39
50,25,49
51,23,56
2,21,49
56,18,31
3,29,39
5,29,51
8,29,40
4,16,56
41,15,59
53,28,51
6,15,31
49,24,31
7,33,46
57,35,46
42,32,27
40,41,31
45,27,30
9,43,66
10,26,38
11,23,31
38,19,28
54,24,38
46,26,39
55,27,48
12,20,48
13,21,25
47,11,16
48,21,25
14,25,30
22,26,31
44,21,26
15,17,26
19,26,39
43,29,40
16,26,39
18,11,18
21,22,30
27,14,19
17,21,45
33,30,24
39,23,63
20,12,16
36,18,29
37,22,32
30,24,10
23,31,40
24,23,15
31,25,12
32,25,28
25,31,29
26,17,30
34,12,12
35,23,14
28,21,19
29,19,9
