Id,count,people_v
1,24,30
52,34,39
50,27,49
51,24,56
2,25,49
56,13,31
3,32,39
5,31,51
8,38,40
4,22,56
41,19,59
53,30,51
6,17,31
49,21,31
7,19,46
57,17,46
42,21,27
40,35,31
45,13,30
9,37,66
10,26,38
11,18,31
38,28,28
54,29,38
46,34,39
55,37,48
12,37,48
13,20,25
47,16,16
48,20,25
14,13,30
22,17,31
44,15,26
15,14,26
19,23,39
43,22,40
16,33,39
18,20,18
21,23,30
27,12,19
17,31,45
33,27,24
39,20,63
20,20,16
36,22,29
37,20,32
30,15,10
23,26,40
24,19,15
31,18,12
32,20,28
25,26,29
26,19,30
34,12,12
35,26,14
28,24,19
29,26,9
