Id,count,people_v
1,22,30
52,38,39
50,29,49
51,19,56
2,28,49
56,19,31
3,37,39
5,39,51
8,32,40
4,18,56
41,13,59
53,32,51
6,16,31
49,17,31
7,26,46
57,25,46
42,25,27
40,36,31
45,15,30
9,38,66
10,28,38
11,22,31
38,35,28
54,26,38
46,23,39
55,26,48
12,21,48
13,15,25
47,17,16
48,14,25
14,16,30
22,25,31
44,16,26
15,15,26
19,24,39
43,32,40
16,26,39
18,17,18
21,14,30
27,17,19
17,34,45
33,21,24
39,24,63
20,17,16
36,19,29
37,17,32
30,20,10
23,34,40
24,16,15
31,21,12
32,16,28
25,23,29
26,22,30
34,19,12
35,19,14
28,19,19
29,21,9
