Id,count,people_v
1,20,30
52,27,39
50,22,49
51,26,56
2,26,49
56,22,31
3,18,39
5,25,51
8,25,40
4,21,56
41,10,59
53,29,51
6,24,31
49,23,31
7,31,46
57,33,46
42,28,27
40,30,31
45,22,30
9,35,66
10,26,38
11,22,31
38,31,28
54,26,38
46,29,39
55,32,48
12,29,48
13,20,25
47,15,16
48,21,25
14,16,30
22,18,31
44,9,26
15,9,26
19,21,39
43,35,40
16,32,39
18,24,18
21,28,30
27,13,19
17,32,45
33,25,24
39,21,63
20,19,16
36,20,29
37,24,32
30,15,10
23,35,40
24,18,15
31,18,12
32,17,28
25,23,29
26,17,30
34,14,12
35,15,14
28,16,19
29,17,9
