Id,count,people_v
1,14,30
52,21,39
50,13,49
51,19,56
2,15,49
56,19,31
3,33,39
5,31,51
8,43,40
4,22,56
41,26,59
53,31,51
6,22,31
49,22,31
7,28,46
57,32,46
42,24,27
40,34,31
45,19,30
9,33,66
10,29,38
11,16,31
38,24,28
54,26,38
46,32,39
55,26,48
12,24,48
13,15,25
47,12,16
48,15,25
14,21,30
22,30,31
44,13,26
15,11,26
19,18,39
43,32,40
16,34,39
18,22,18
21,19,30
27,32,19
17,26,45
33,27,24
39,23,63
20,12,16
36,13,29
37,22,32
30,24,10
23,35,40
24,24,15
31,28,12
32,23,28
25,35,29
26,17,30
34,26,12
35,17,14
28,19,19
29,19,9
