Id,count,people_v
1,20,30
52,29,39
50,17,49
51,22,56
2,14,49
56,16,31
3,33,39
5,33,51
8,40,40
4,25,56
41,18,59
53,33,51
6,18,31
49,16,31
7,29,46
57,27,46
42,31,27
40,40,31
45,17,30
9,38,66
10,26,38
11,30,31
38,26,28
54,31,38
46,27,39
55,32,48
12,31,48
13,22,25
47,17,16
48,26,25
14,18,30
22,26,31
44,12,26
15,9,26
19,23,39
43,23,40
16,30,39
18,20,18
21,16,30
27,12,19
17,30,45
33,22,24
39,25,63
20,20,16
36,21,29
37,17,32
30,22,10
23,29,40
24,19,15
31,24,12
32,17,28
25,22,29
26,13,30
34,12,12
35,20,14
28,22,19
29,25,9
