Id,count,people_v
1,18,30
52,27,39
50,23,49
51,24,56
2,25,49
56,18,31
3,27,39
5,37,51
8,26,40
4,23,56
41,20,59
53,34,51
6,21,31
49,18,31
7,28,46
57,23,46
42,27,27
40,33,31
45,21,30
9,33,66
10,23,38
11,27,31
38,22,28
54,23,38
46,32,39
55,29,48
12,24,48
13,21,25
47,19,16
48,19,25
14,19,30
22,23,31
44,12,26
15,16,26
19,13,39
43,21,40
16,31,39
18,18,18
21,23,30
27,20,19
17,30,45
33,15,24
39,10,63
20,24,16
36,28,29
37,27,32
30,16,10
23,25,40
24,20,15
31,18,12
32,20,28
25,18,29
26,18,30
34,15,12
35,24,14
28,26,19
29,27,9
