Id,count,people_v
1,25,30
52,30,39
50,26,49
51,24,56
2,24,49
56,23,31
3,34,39
5,40,51
8,37,40
4,24,56
41,24,59
53,42,51
6,20,31
49,20,31
7,25,46
57,30,46
42,31,27
40,38,31
45,17,30
9,38,66
10,26,38
11,19,31
38,28,28
54,28,38
46,20,39
55,20,48
12,21,48
13,23,25
47,22,16
48,22,25
14,15,30
22,18,31
44,11,26
15,9,26
19,17,39
43,16,40
16,25,39
18,17,18
21,24,30
27,28,19
17,28,45
33,13,24
39,15,63
20,26,16
36,22,29
37,26,32
30,13,10
23,17,40
24,11,15
31,13,12
32,11,28
25,16,29
26,17,30
34,27,12
35,22,14
28,23,19
29,24,9
