Id,count,people_v
1,20,30
52,25,39
50,19,49
51,25,56
2,13,49
56,15,31
3,30,39
5,29,51
8,34,40
4,20,56
41,18,59
53,28,51
6,21,31
49,30,31
7,36,46
57,32,46
42,34,27
40,26,31
45,23,30
9,32,66
10,20,38
11,22,31
38,23,28
54,22,38
46,23,39
55,26,48
12,28,48
13,16,25
47,17,16
48,17,25
14,18,30
22,29,31
44,15,26
15,18,26
19,16,39
43,26,40
16,28,39
18,20,18
21,27,30
27,23,19
17,25,45
33,30,24
39,18,63
20,18,16
36,24,29
37,19,32
30,24,10
23,30,40
24,16,15
31,24,12
32,15,28
25,33,29
26,25,30
34,27,12
35,20,14
28,21,19
29,23,9
