Id,count,people_v
1,29,30
52,32,39
50,26,49
51,29,56
2,25,49
56,20,31
3,37,39
5,29,51
8,30,40
4,25,56
41,19,59
53,24,51
6,16,31
49,12,31
7,20,46
57,19,46
42,18,27
40,29,31
45,24,30
9,26,66
10,23,38
11,24,31
38,17,28
54,24,38
46,27,39
55,27,48
12,23,48
13,20,25
47,13,16
48,18,25
14,27,30
22,27,31
44,25,26
15,26,26
19,24,39
43,30,40
16,29,39
18,18,18
21,23,30
27,19,19
17,26,45
33,22,24
39,26,63
20,17,16
36,20,29
37,21,32
30,22,10
23,31,40
24,19,15
31,24,12
32,21,28
25,23,29
26,17,30
34,19,12
35,19,14
28,20,19
29,23,9
