Id,count,people_v
1,23,30
52,29,39
50,18,49
51,26,56
2,13,49
56,13,31
3,32,39
5,31,51
8,36,40
4,23,56
41,23,59
53,31,51
6,15,31
49,20,31
7,24,46
57,32,46
42,21,27
40,41,31
45,22,30
9,38,66
10,28,38
11,25,31
38,24,28
54,28,38
46,27,39
55,25,48
12,28,48
13,25,25
47,21,16
48,24,25
14,20,30
22,24,31
44,16,26
15,21,26
19,27,39
43,27,40
16,25,39
18,16,18
21,18,30
27,16,19
17,23,45
33,24,24
39,25,63
20,20,16
36,13,29
37,22,32
30,20,10
23,34,40
24,22,15
31,20,12
32,22,28
25,24,29
26,14,30
34,11,12
35,20,14
28,18,19
29,18,9
