Id,count,people_v
1,22,30
52,27,39
50,25,49
51,25,56
2,26,49
56,18,31
3,24,39
5,22,51
8,18,40
4,23,56
41,14,59
53,22,51
6,29,31
49,26,31
7,32,46
57,32,46
42,33,27
40,25,31
45,23,30
9,26,66
10,15,38
11,20,31
38,34,28
54,19,38
46,27,39
55,29,48
12,19,48
13,22,25
47,23,16
48,23,25
14,20,30
22,23,31
44,10,26
15,10,26
19,23,39
43,22,40
16,34,39
18,24,18
21,24,30
27,22,19
17,37,45
33,32,24
39,15,63
20,25,16
36,19,29
37,26,32
30,19,10
23,26,40
24,20,15
31,17,12
32,15,28
25,32,29
26,28,30
34,19,12
35,27,14
28,25,19
29,26,9
