Id,count,people_v
1,0,30
52,0,39
50,0,49
51,0,56
2,0,49
56,0,31
3,0,39
5,0,51
8,0,40
4,0,56
41,0,59
53,0,51
6,0,31
49,0,31
7,0,46
57,0,46
42,0,27
40,0,31
45,0,30
9,0,66
10,0,38
11,0,31
38,0,28
54,0,38
46,1,39
55,1,48
12,0,48
13,0,25
47,0,16
48,0,25
14,0,30
22,0,31
44,0,26
15,0,26
19,0,39
43,0,40
16,1,39
18,0,18
21,1,30
27,0,19
17,0,45
33,0,24
39,0,63
20,0,16
36,0,29
37,1,32
30,0,10
23,0,40
24,0,15
31,0,12
32,0,28
25,0,29
26,0,30
34,0,12
35,0,14
28,0,19
29,0,9
