Id,count,people_v
1,18,30
52,26,39
50,22,49
51,26,56
2,24,49
56,14,31
3,27,39
5,33,51
8,38,40
4,27,56
41,27,59
53,30,51
6,13,31
49,10,31
7,19,46
57,18,46
42,20,27
40,38,31
45,30,30
9,39,66
10,16,38
11,23,31
38,26,28
54,16,38
46,37,39
55,26,48
12,20,48
13,13,25
47,17,16
48,14,25
14,26,30
22,33,31
44,16,26
15,14,26
19,14,39
43,33,40
16,36,39
18,19,18
21,21,30
27,35,19
17,31,45
33,33,24
39,10,63
20,15,16
36,13,29
37,17,32
30,22,10
23,34,40
24,27,15
31,23,12
32,30,28
25,35,29
26,28,30
34,27,12
35,13,14
28,14,19
29,15,9
