Index,R2
1,-0.005298001085543957
2,0.0020848878130975135
3,-0.0012985837764538655
4,0.00023650661376689586
5,0.004603088473636552
6,0.01417478976810399
7,0.01777281372106554
8,0.01754280548212589
9,0.018476503407719502
10,0.01642097519056146
11,0.03149067012576873
12,0.04309054819884178
13,0.04118465516994149
14,0.049703734816973294
15,0.06435144279705757
16,0.07253454453406519
17,0.0656516238663013
18,0.05586372606741055
19,0.06438126693468496
20,0.06884843568342178
21,0.07877592326612975
22,0.0813094986294275
23,0.08139907303035454
24,0.08155918005939605
25,0.06154691885957675
26,0.06366167023472027
27,0.049684921963263684
28,0.03754024060137795
29,0.06262393320530624
30,0.05344662858710586
31,0.05572490844091521
32,0.05161362339084763
33,0.06940558357417309
34,0.06079807884275612
35,0.06808592199725286
36,0.06388244110958263
37,0.06594102614963473
38,0.07165172421699628
39,0.0773450909285591
40,0.08189917329799186
41,0.07119482559605134
42,0.0676261902105666
43,0.0771888655411419
44,0.07558399039091702
45,0.07330972785180179
46,0.05887452278928185
47,0.08362387839335039
48,0.07923818688230869
49,0.07078021192082731
50,0.08102012306818307
51,0.08123460599877506
52,0.07201904884377552
53,0.08051110365191427
54,0.07972126646126737
55,0.10030061701543314
56,0.1132938819378019
57,0.1188577728535233
58,0.12315693009821792
59,0.12177152057489535
60,0.13385445990047695
61,0.14320717060404992
62,0.14683309236830003
63,0.13209797036837878
64,0.13823584444159526
65,0.13666337679471727
66,0.14366429149080978
67,0.15076833853803512
68,0.14956983126500523
69,0.1583605325997716
70,0.15921816918859133
71,0.16240013782979146
72,0.16612094412597722
73,0.16411295380278745
74,0.17002392831922844
75,0.16575325853817957
76,0.18032875943702953
77,0.1760117289870166
78,0.18916567326138503
79,0.19522392703692196
80,0.18933336728306846
81,0.19242119718142447
82,0.19580490695111052
83,0.19793902838677715
84,0.20649341478741548
85,0.20726770861215377
86,0.2159529431365833
87,0.20726605735348497
88,0.2040908639033045
89,0.20701427055708324
90,0.21074335837765876
91,0.20988507636574674
92,0.2113765208146845
93,0.21692150906851887
94,0.21617435352659314
95,0.21179775988039626
96,0.20471421336742573
97,0.21175435554997174
98,0.21029179045123228
99,0.19667070983402601
100,0.19957194681524493
101,0.1987775073026155
102,0.19686729463348163
103,0.19323703335122022
104,0.18793643574791838
105,0.18476677056205634
106,0.1763637518195779
107,0.16522030440109353
108,0.16792727837259275
109,0.15392702962064414
110,0.14731238283542347
111,0.14186164567715095
112,0.1444062850281899
113,0.14613236236555843
114,0.15300035697564268
115,0.1671728923518793
116,0.15285738698088672
117,0.16173739480486682
118,0.16334845645919963
119,0.1557042963959166
120,0.15250215417669608
121,0.15069281246526897
122,0.14108896944649163
123,0.1466329246937455
124,0.16293287992366828
125,0.1621024485459977
126,0.1707949381034047
127,0.17269509982536047
128,0.1710006792228025
129,0.178897943746822
130,0.18232446536305394
131,0.180622762991542
132,0.18062752811786537
133,0.18777239858336786
134,0.19026780578172478
135,0.19980898602630023
136,0.20968374603600914
137,0.2288785511235417
138,0.22261590112190377
139,0.24158526764335714
140,0.25249063951078987
141,0.2728789538739239
142,0.2701132796496352
143,0.26384241693111
144,0.25041075784848615
145,0.23363372219840733
146,0.2337949455869584
147,0.2299608358959517
148,0.2385469902367118
149,0.24114878431517545
150,0.2565809808360823
151,0.26116568268840207
152,0.26363453127433484
153,0.25478279003707127
154,0.25254399176043085
155,0.2448675047033389
156,0.25519915166170837
157,0.2592611258551095
158,0.259208091320317
159,0.24689324458097509
160,0.2558351110701992
161,0.25702033811152286
162,0.27082584541704907
163,0.262632926530027
164,0.2571171044353655
165,0.24747777171485313
166,0.2433958368327167
167,0.2278408506394447
168,0.23770883394101502
169,0.2249758935003265
170,0.22290441689526222
171,0.20950770155189039
172,0.21912594901464977
173,0.22966819381644749
174,0.22646653084048854
175,0.23069840786431645
176,0.24332128682151155
177,0.25119759797840013
178,0.24670506249151508
179,0.2566677024898175
180,0.248831061123664
181,0.25145688342951583
182,0.2559530310099993
183,0.2773807816515349
184,0.2885035927911129
185,0.2963453865147233
186,0.29121280108205666
187,0.2880523732744824
188,0.3003044213387295
189,0.3063924951288013
190,0.30304035570102145
191,0.31236011791503615
192,0.293883079259059
193,0.2969242068999163
194,0.28752515920120736
195,0.28679415564012245
196,0.2930645667203306
197,0.30658071687749905
198,0.3043223491979809
199,0.3225972556976735
200,0.31484577587638285
201,0.30298792206926917
202,0.2993880118495667
203,0.2972043489885695
204,0.3044839979468613
205,0.30252847841816627
206,0.293616499342091
207,0.28340460925886135
208,0.2932590031614386
209,0.2877619782986008
210,0.28082494882779935
211,0.2698371881517959
212,0.2651256414631355
213,0.25346946131543446
214,0.248934804502488
215,0.2473230585167782
216,0.24590622894720146
217,0.23926867182748418
218,0.22545864256218623
219,0.2320779298996899
220,0.22240263801690446
221,0.21245547940225934
222,0.22209455669448774
223,0.24358111433170218
224,0.2581110858632477
225,0.25534229470626085
226,0.25208521240584925
227,0.24162064506060354
228,0.24005354919425023
229,0.2341905568907311
230,0.24864128467914576
231,0.2568604932907766
232,0.2542920230124562
233,0.2507979087051832
234,0.2357697325942399
235,0.2398760397183362
236,0.24976688174233846
237,0.26962094965293837
238,0.26387707794283854
239,0.26559595051008844
240,0.273936816782561
241,0.2984672889344924
242,0.3131137245099974
243,0.31317880121528013
244,0.301540916141269
245,0.2981854275933358
246,0.29629889511745133
247,0.2951267391758481
248,0.2910957350891368
249,0.28839878492721693
250,0.28839008038591685
251,0.30356248437370276
252,0.31859213765230376
253,0.3057672057299986
254,0.3158396737678438
255,0.32305274848342685
256,0.3162558953687509
257,0.3277872352737937
258,0.333053099561913
259,0.32239908897886776
260,0.3165247046119077
261,0.31440083342544295
262,0.3090440473046151
263,0.31740702121098346
264,0.3456671031368942
265,0.3467053175597378
266,0.3424560073099504
267,0.3287418821372241
268,0.3273455354067172
269,0.3196616139272044
270,0.31220683952038114
271,0.292124279895646
272,0.2792207797100086
273,0.28347660915841255
274,0.28970345853275026
275,0.2988286131886956
276,0.2915217645359701
277,0.2932189606340766
278,0.30853659353689944
279,0.3164865273493455
280,0.3173798124081178
281,0.3071944168771622
282,0.30632606598664447
283,0.29558329325522587
284,0.2915292955256216
285,0.28697267496725576
286,0.2967391979608437
287,0.2818760058746507
288,0.2677507249123229
289,0.26391541635527815
290,0.2662049071869114
291,0.2746917062479225
292,0.2780839903985942
293,0.2763464990016574
294,0.25333221824824737
295,0.26252350615120895
296,0.25099693657485544
297,0.2510889796503199
298,0.2547524733508606
299,0.25356567707722677
300,0.25706191191356004
301,0.2635470531220241
302,0.2662967607659629
303,0.27020901000984543
304,0.26301255170845556
305,0.2682375665403335
306,0.28409844842499676
307,0.2714659606279371
308,0.26241438490672997
309,0.26364099170476657
310,0.26992958986373333
311,0.2719704803255578
312,0.2630575337300844
313,0.27477139158436525
314,0.2709111420658852
315,0.28341384753658955
316,0.281476592876284
317,0.2890139197613149
318,0.2984317750557084
319,0.30693134981444614
320,0.3042156793976523
321,0.3051252598556182
322,0.31014747415084587
323,0.3083220234716395
324,0.3334914000083906
325,0.3399828592249289
326,0.3460828103422263
327,0.3588572470197377
328,0.3563999835797472
329,0.34854857578045456
330,0.34449170400253737
331,0.3255111391342687
332,0.32731366170414766
333,0.32205457864787934
334,0.3414727979311964
335,0.3403679097135741
336,0.3302491582404105
337,0.35279385715780304
338,0.34347403869237275
339,0.34195150796508644
340,0.34855953910253107
341,0.33701269770361186
342,0.3489642925697635
343,0.3509436700365736
344,0.3495129321798488
345,0.346246264209492
346,0.35988807763951325
347,0.3595498349260685
348,0.36405048527555384
349,0.3647387874391022
350,0.36275687956146774
351,0.36586277072257406
352,0.3646621084219834
353,0.3632157619492005
354,0.3469845402488829
355,0.3446063028981071
356,0.3490706010531961
357,0.3482491311903942
358,0.34799983436160115
359,0.36018816502749773
360,0.36088364899506503
361,0.3706515889045525
362,0.3757523999153044
363,0.3811762014983431
364,0.36395218392199036
365,0.36987004089760034
366,0.38106829681502574
367,0.37889296709644155
368,0.4061554892827081
369,0.4001186747243193
370,0.38688187540966334
371,0.3859042026224999
372,0.3884180987456506
373,0.3906868644742919
374,0.3940334004563821
375,0.391781312191139
376,0.3700400994904538
377,0.3863297696619463
378,0.3859489911002586
379,0.3912776178549728
380,0.40223511954206614
381,0.4005505474061688
382,0.4078060613112692
383,0.40305912336017113
384,0.40978662871951194
385,0.4195702467405431
386,0.4269471167381966
387,0.43123140622291056
388,0.4313816288288568
389,0.4270908337556971
390,0.43279796512138746
391,0.43720339604940517
392,0.44208266955224584
393,0.426352981243178
394,0.44289775220076627
395,0.4370469934095353
396,0.4252635338845195
397,0.4161571338138448
398,0.39271558879846813
399,0.40336198735223805
400,0.4123416167898949
401,0.415606867483325
402,0.39808565287330866
403,0.39169837788867845
404,0.40336526539335466
405,0.39989868601212125
406,0.3981809933066564
407,0.38243769301530456
408,0.3800580613371519
409,0.3622495184201755
410,0.35724910848406544
411,0.35250281673776285
412,0.35595163234132476
413,0.37378348028190633
414,0.3782151471600076
415,0.3653757259131418
416,0.34902941954716415
417,0.35666390739123394
418,0.3608668014608717
419,0.3684001530636407
420,0.3698347744286129
421,0.3708915638693645
422,0.3635251372950165
423,0.3710855113680719
424,0.35734278296339855
425,0.3585518788359285
426,0.35800085581124286
427,0.3601151792917785
428,0.3721378257588473
429,0.36605017374962884
430,0.3765880072255907
431,0.36761461450124433
432,0.3839251853278182
433,0.39477098460640325
434,0.37002120788713966
435,0.3694675979369747
436,0.37716729611475
437,0.3694671543135776
438,0.3668246231280785
439,0.3778752721777945
440,0.38991904091073737
441,0.39813737675995897
442,0.4020542272055834
