Index,R2
443,0.39531274907993597
444,0.38087944638986926
445,0.3792752358850363
446,0.3899145723515003
447,0.3649113216038882
448,0.3703867465711575
449,0.36927482364446695
450,0.3673497705050154
451,0.37195602022444063
452,0.3761801783805072
453,0.37759815065424823
454,0.3894727422849458
455,0.3829606596551154
456,0.3910250703962468
457,0.40001939136054365
458,0.39734621358050437
459,0.40340122891761443
460,0.38505290474513765
461,0.40888621692913707
462,0.4005768236733674
463,0.38908476891992294
464,0.41010076530822315
465,0.40798972466514044
466,0.40117625512935534
467,0.4005821386039814
468,0.4107472622397832
469,0.4099752928166885
470,0.4105921177404268
471,0.3912747324002189
472,0.3944074075555247
473,0.3918616292712319
474,0.3989853013055662
475,0.3989493091687051
476,0.39874771952286603
477,0.406753285208989
478,0.40942016711989326
479,0.4133100502237421
480,0.4168108673504853
481,0.40968325056535665
482,0.40640565991298894
483,0.41096411281106315
484,0.3922341248375907
485,0.39056981172553235
486,0.39220216745474157
487,0.3895872619891386
488,0.390624349342214
489,0.3886736032465431
490,0.3995309906260157
491,0.3901640687084574
492,0.3865742547835991
493,0.39180685054028996
494,0.3784277082230745
495,0.3861878369868263
496,0.38679878869987133
497,0.4053829273626422
498,0.40464212138862476
499,0.41533967429801083
500,0.41029231964441853
501,0.43527501199339386
502,0.4318277699715811
503,0.4185484919813527
504,0.4111556616351822
505,0.4109145001121035
506,0.40884310258206424
507,0.41294506073469067
508,0.40099381519742144
509,0.4022350168723243
510,0.3964659209760674
511,0.3951444149750358
512,0.3862477018096003
513,0.37833941172083496
514,0.3811293036344369
515,0.38402341075065377
516,0.3863805694458603
517,0.37901214059946103
518,0.39836908274903027
519,0.402327131870197
520,0.40130096482035854
521,0.39920472444628086
522,0.41126148582237554
523,0.4071590553390795
524,0.4147949392874821
525,0.4294404845045109
526,0.44119671109605
527,0.44214948986828007
528,0.43472485083021983
529,0.433599353332104
530,0.4391268772566006
531,0.424143933908265
532,0.4302644571947903
533,0.4473552983067044
534,0.45363603291231397
535,0.46230137153571965
536,0.4696272976867613
537,0.4715216372984151
538,0.4658917645868352
539,0.4606004023289246
540,0.4645848336301676
541,0.46825168754048935
542,0.4817809507521063
543,0.4893205123990674
544,0.4896259078663443
545,0.49906992140499756
546,0.4967162143961708
547,0.5068774766412574
548,0.49708530866442313
549,0.499504162737159
550,0.501333122440716
551,0.5073877362321999
552,0.49179066813017663
553,0.49894763778183565
554,0.4996051448223941
555,0.4843753720124992
556,0.47659086108416016
557,0.46202199530620053
558,0.47429433726477027
559,0.4743004127401946
560,0.46723841315177533
561,0.47180698271123017
562,0.4612384141268339
563,0.46319242678067
564,0.46436872604253837
565,0.4613934796284415
566,0.452327948039563
567,0.4454859067752329
568,0.4540929240847117
569,0.46186048850853895
570,0.4603798638270224
571,0.46964779419151287
572,0.4596459315263783
573,0.4573095857459625
574,0.4640571184377799
575,0.4716980694509722
576,0.4701769528591947
577,0.47538489026940783
578,0.45847594961213056
579,0.4555968036875996
580,0.4622196443444848
581,0.46368280646846005
582,0.48215908185900236
583,0.4776463707307826
584,0.485921837010444
585,0.5006728976604249
586,0.5078656310962959
587,0.5122026578896792
588,0.5149708687149113
589,0.5271081661626629
590,0.5192523865587408
591,0.5164459445938122
592,0.5144426655983629
593,0.500728784948215
594,0.4991667293695899
595,0.4921316524116362
596,0.4900948372356423
597,0.4935602461692792
598,0.4972828252093136
599,0.506138603350516
600,0.5031745672233472
601,0.5018260065385416
602,0.5081024654293276
603,0.5098185183260537
604,0.5179488553289924
605,0.5010175226228855
606,0.5027565557540353
607,0.4970872735456648
608,0.5103740177926323
609,0.5114214736462226
610,0.5219592692748056
611,0.5183871031381084
612,0.5082159272508464
613,0.5104102467420171
614,0.4977114163463781
615,0.4781753885931904
616,0.488781881950521
617,0.5022219270797919
618,0.4889277219406774
619,0.47403417387989083
620,0.4807767077053756
621,0.4805964661908082
622,0.48699457570158167
623,0.5002103992474856
624,0.49762978479073194
625,0.5150407579112795
626,0.5322319261659438
627,0.5289779008119597
628,0.5252128963065016
629,0.517800891514882
630,0.5268933745805996
631,0.5252326814267854
632,0.5402423987676415
633,0.5397632726932053
634,0.5304717304039969
635,0.5290604847179363
636,0.5219388171201422
637,0.52140828924623
638,0.5301889999096275
639,0.5253169848315473
640,0.5108885562769311
641,0.5150474422475892
642,0.526638434479044
643,0.5488389208276999
644,0.5494029764692995
645,0.5510175708337692
646,0.5508235900076316
647,0.5459984259829009
648,0.5623158624151113
649,0.5717947136823545
650,0.5664197031568229
651,0.5741761123096905
652,0.5782044761076053
653,0.5832277618111346
654,0.5972145494518315
655,0.594109012706892
656,0.5900636597680544
657,0.6035476987300522
658,0.6107408596828766
659,0.6079481783470558
660,0.6072693491855735
661,0.610922447144477
662,0.5925679774989174
663,0.5969123159885661
664,0.5997146115228685
665,0.6091991325429691
666,0.6229950118932972
667,0.6252898521659218
668,0.6141357100635109
669,0.6086809757929552
670,0.6124038485464748
671,0.6171165623945669
672,0.6244156387269495
673,0.6066274412846753
674,0.6117176949920003
675,0.6171431825001935
676,0.6210984651848228
677,0.6163541151376615
678,0.6060659797049632
679,0.6073836224172643
680,0.6110435432238226
681,0.6041511869922376
682,0.5989537630743402
683,0.600741426865423
684,0.5910161646619672
685,0.5847914645590186
686,0.5724128002604316
687,0.5711812727757017
688,0.5570019608265457
689,0.5545899357135142
690,0.5562265903043888
691,0.5588135398025298
692,0.5664082514284419
693,0.5608892795348897
694,0.5765320804300027
695,0.566887022274329
696,0.5441053034794796
697,0.5462647393597027
698,0.5427081342096443
699,0.5450765020631041
700,0.5454129755771198
701,0.5449585271288426
702,0.5274773314701187
703,0.5215693556762533
704,0.5260247356803613
705,0.5287968523086808
706,0.5178193246850618
707,0.5313655415412926
708,0.5232714995939826
709,0.509310242240251
710,0.5040039635012596
711,0.5074642244240902
712,0.5085925541335861
713,0.5007267687488122
714,0.5100172400549812
715,0.503087179399399
716,0.5175130530870862
717,0.509022274085996
718,0.5269683150531785
719,0.5332451238889908
720,0.5338095719714355
721,0.5273711936447547
722,0.5311942524520233
723,0.540740392553529
724,0.5373637644458551
725,0.5485639379011586
726,0.5686953406931661
727,0.5663176683669455
728,0.5800654779656261
729,0.5825360385966051
730,0.5902662487307542
731,0.5890552502074086
732,0.5834030073234919
733,0.5937078237110294
734,0.5836099392503775
735,0.5852795550572446
736,0.5817899009537579
737,0.5667044314253415
738,0.5614413916612123
739,0.5685990746853846
740,0.559249708960732
741,0.5501135143108871
742,0.5544414316253412
743,0.5635437901342941
744,0.5640776875038601
745,0.5660747760442684
746,0.5562316029761667
747,0.5569775928089452
748,0.5419841904329756
749,0.5498625930448791
750,0.5527875732158871
751,0.5475664118889965
752,0.5448490427778201
753,0.5422534430983534
754,0.5205450249468209
755,0.5177228700931615
756,0.5086496167225861
757,0.5026933764939534
758,0.4925956045629654
759,0.5095021218840725
760,0.5020554796113985
761,0.49911533935047564
762,0.512471058573637
763,0.521315181548585
764,0.5321395526835899
765,0.5285970394124849
766,0.5287673667820172
767,0.5371956765841406
768,0.5526313468922155
769,0.562914677154061
770,0.5834083513428003
771,0.6016098785216382
772,0.5939206742304732
773,0.5984799289382845
774,0.5973519621494079
775,0.61763424989766
776,0.6134570325081206
777,0.6262541414564926
778,0.637450196903212
779,0.6238305359049833
780,0.6152555484074499
781,0.6149929941783523
782,0.6181672729646477
783,0.6207378794283211
784,0.6327179891297554
785,0.63431026379329
786,0.6539386278373545
787,0.6722330490373252
788,0.6772158754543918
789,0.6656846551298496
790,0.6633125782328579
791,0.6713856532239325
792,0.6611328014163264
793,0.6507298425125201
794,0.6344536428039069
795,0.6371119722165922
796,0.6460332272678737
797,0.639843912998202
798,0.647920804875753
799,0.6339950289521132
800,0.6215334050538104
801,0.616189794869701
802,0.627067716082604
803,0.6307822424696761
804,0.6265056833526006
805,0.6199618164246408
806,0.6244713672875808
807,0.6121736529503907
808,0.6179473990880195
809,0.6291198510728074
810,0.6218556294820058
811,0.6342348805348073
812,0.6407077165864441
813,0.6337517286561439
814,0.6403973571200796
815,0.6438709840956087
816,0.6322135462550995
817,0.6173442185337763
818,0.6101975090685265
819,0.6099313207389032
820,0.6172493053558439
821,0.6172807632928328
822,0.6251384885573678
823,0.6326915431094973
824,0.625925152797814
825,0.6311221033162595
826,0.6155059339069303
827,0.6163143419990289
828,0.5984566309462543
829,0.5983971921947973
830,0.6173985366453862
831,0.6136841831795738
832,0.6097340091242504
833,0.6002885846848762
834,0.6068619119702179
835,0.600235006222924
836,0.5922384478583382
837,0.6003310753209246
838,0.5928482985166047
839,0.5788222666694502
840,0.5866774466429059
841,0.5873257815641197
842,0.5838064455020688
843,0.5857606546237917
844,0.581183348749704
845,0.5760476727810402
846,0.5890079635770656
847,0.5953697716064663
848,0.6043142050406605
849,0.6115033402171985
850,0.6063268561392634
851,0.6011759074698291
852,0.6028376706898366
853,0.5973156708894205
854,0.616328191340761
855,0.6159502324053213
856,0.6293191515858834
857,0.6370122380677892
858,0.6449395973101759
859,0.6541769701637123
860,0.6336167870176417
861,0.6430436461910707
862,0.6431435434855193
863,0.6507885403787274
864,0.6288899374673118
865,0.6423314587991359
866,0.6502541427726919
867,0.6521763114869195
868,0.648807405620633
869,0.6633805650662663
870,0.6595974186630356
871,0.6456894314627627
872,0.6528268534127903
873,0.6560191984806817
874,0.6603125642820691
875,0.668446129575263
876,0.658222715226519
877,0.6572733652102686
878,0.6596394942454362
879,0.6695937084534791
880,0.6677126590738502
881,0.6714852633633164
882,0.6804986249972669
883,0.6884231959332492
884,0.6975078232268821
885,0.6971361593185252
886,0.6947381866235827
887,0.701508767399891
888,0.6945499067070808
889,0.6961432418732338
890,0.7049398562902629
891,0.6984996339613491
892,0.698481460190719
893,0.6952704408946564
894,0.7173916151108495
895,0.7142271922060357
896,0.7197735850397009
897,0.711065755390309
898,0.7250670797099723
899,0.7301408115621228
900,0.7293379990044346
901,0.7375501984426975
902,0.7301644743656583
903,0.7298519336816807
904,0.7381579960243136
905,0.7326729378310848
906,0.7312413096201367
907,0.7290981921760769
908,0.7286197503723297
909,0.7053884792247731
910,0.6976722653210351
911,0.7073962084704821
912,0.6947959641661261
913,0.6819335486465268
914,0.6604805645292515
915,0.6521675953896062
916,0.651643430122435
917,0.6519315944790629
918,0.6668115908264762
919,0.660613936101998
920,0.6807008796713889
921,0.6882089441247872
922,0.6840299767552082
923,0.6656248905530493
924,0.6782522588740845
925,0.6603631444366039
926,0.6470968470172354
927,0.6558214589487948
928,0.666081033647319
929,0.6679515550130454
930,0.6808912222702295
931,0.6808773630597439
932,0.6822923151695399
933,0.6895813518786977
934,0.6833388265282367
935,0.6867835651440461
936,0.6858794072589923
937,0.6827842361398654
938,0.6811317613321186
939,0.6782813081852076
940,0.6877776857924769
941,0.6731398933839209
942,0.6716591260883193
943,0.680575283890033
944,0.7045950903385119
945,0.715393512288625
946,0.7143079884521948
947,0.6991540331438091
948,0.6988395122334463
949,0.6974629878083423
950,0.6813634722087668
951,0.6793568137566881
952,0.6779952958132864
953,0.6958394219302613
954,0.6719940501700237
955,0.677396739824474
956,0.6913027667592595
957,0.6742747867099615
958,0.6618843413033012
959,0.6527587882928767
960,0.6528127502809495
961,0.6508765413654809
962,0.6544942069284888
963,0.6506566799258455
964,0.6460235887261929
965,0.6465400094857507
966,0.6518792838653233
967,0.6582314482599392
968,0.6616732267137437
969,0.6693398425339081
970,0.6660706935915001
971,0.6645773645620066
972,0.6848769315896528
973,0.6756852156793542
974,0.6619858324517509
975,0.6529743399746075
976,0.670410506511725
977,0.6753416962335803
978,0.6783881687981506
979,0.6845481472601134
980,0.6963056626749189
981,0.6876696683263569
982,0.7103262922106037
983,0.7033064660427673
984,0.7143654407437354
985,0.7230997375762909
986,0.7237265186650172
987,0.7348464768885619
988,0.7379099786354926
989,0.7412408972950038
990,0.7428576309322226
991,0.7628648700384584
992,0.7550706005052992
993,0.7607357704876465
994,0.7721984740951482
995,0.7768831574082664
996,0.7774611705480237
997,0.7803354367458524
998,0.7845648254711599
999,0.8226447700565382
1000,0.8341641095068779
