Id,count,people_v
1,24,30
52,39,39
50,21,49
51,27,56
2,16,49
56,5,31
3,46,39
5,28,51
8,34,40
4,20,56
41,13,59
53,28,51
6,7,31
49,12,31
7,22,46
57,23,46
42,21,27
40,27,31
45,19,30
9,27,66
10,25,38
11,25,31
38,24,28
54,18,38
46,31,39
55,25,48
12,25,48
13,22,25
47,17,16
48,21,25
14,27,30
22,27,31
44,22,26
15,25,26
19,21,39
43,33,40
16,30,39
18,18,18
21,22,30
27,26,19
17,26,45
33,29,24
39,19,63
20,9,16
36,22,29
37,20,32
30,21,10
23,38,40
24,33,15
31,22,12
32,29,28
25,27,29
26,24,30
34,23,12
35,19,14
28,20,19
29,22,9
