Id,count,people_v
1,19,30
52,31,39
50,19,49
51,20,56
2,20,49
56,16,31
3,36,39
5,42,51
8,43,40
4,19,56
41,15,59
53,36,51
6,21,31
49,24,31
7,32,46
57,29,46
42,29,27
40,37,31
45,28,30
9,36,66
10,17,38
11,22,31
38,23,28
54,16,38
46,26,39
55,23,48
12,24,48
13,27,25
47,10,16
48,21,25
14,21,30
22,17,31
44,13,26
15,11,26
19,20,39
43,35,40
16,25,39
18,16,18
21,17,30
27,22,19
17,22,45
33,34,24
39,20,63
20,10,16
36,12,29
37,16,32
30,17,10
23,30,40
24,22,15
31,19,12
32,20,28
25,36,29
26,17,30
34,19,12
35,21,14
28,16,19
29,16,9
