Id,count,people_v
1,25,30
52,28,39
50,24,49
51,19,56
2,15,49
56,13,31
3,25,39
5,26,51
8,19,40
4,18,56
41,19,59
53,28,51
6,16,31
49,29,31
7,29,46
57,30,46
42,29,27
40,28,31
45,13,30
9,34,66
10,26,38
11,28,31
38,35,28
54,21,38
46,38,39
55,31,48
12,29,48
13,20,25
47,19,16
48,19,25
14,15,30
22,24,31
44,17,26
15,17,26
19,23,39
43,30,40
16,33,39
18,24,18
21,16,30
27,22,19
17,41,45
33,27,24
39,21,63
20,17,16
36,21,29
37,15,32
30,14,10
23,32,40
24,21,15
31,17,12
32,17,28
25,27,29
26,24,30
34,20,12
35,28,14
28,26,19
29,24,9
